UniqueID,Distillery Name,Brand,Status,Region,Type,Founded,Owner,Parent Company,Full Address,Postcode,Water Source,Wash Stills,Spirit Stills,Total Stills,Still Type,Washbacks,Washback Material,Mash Tun,Milling Equipment,Heating Method,Annual Capacity (LPA),Core Style,Peated,Visitor Centre,Tours,Website,Latitude,Longitude,Confidence,EvidenceStrength,SourceCount,LastVerified,QAStatus,SourceURLs,ResearchNeeded,Notes,SourceFile,EntityClass,ReleaseStatus
DIST-CMP-0003,Glengyle,Kilkerran,Operating,Campbeltown,Malt,2004,Mitchell's Glengyle Ltd.,J. & A. Mitchell & Co. Ltd.,,,Crosshill Loch,1,1,2,Traditional,,,,,Steam,750000,"Malty, lightly peated",Partial,Limited,Limited,https://www.kilkerransinglemalt.com,,,5,,2,2026-07-01,,,Verify current capacity,Brand is Kilkerran.,SWRD_Campbeltown_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-CMP-0004,Dál Riata,Dál Riata,Planned,Campbeltown,Malt,2025,Machrihanish Distillery Ltd.,,,,,,,,,,,,,,,Variable,Planned,Planned,,,,3,1,,2026-07-01,Track project progress,,,Planned project record.,,SWRD_Campbeltown_v0_1_Batch1.csv,Project/Planned,Research RC1
DIST-GRN-0001,Cameronbridge,Cameronbridge,Operating,Lowlands,Grain,1824,Diageo,Diageo,,,River Leven,0,0,0,Continuous Coffey,,,,,Steam,140000000,Light grain,No,No,No,https://www.diageo.com,,,5,,2,2026-07-01,,,Backfill technical plant details,Scotland's largest grain distillery.,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-GRN-0002,Girvan,Girvan Patent Still,Operating,Lowlands,Grain,1963,William Grant & Sons,William Grant & Sons,,,Reservoir supply,0,0,0,Continuous,,,,,Steam,110000000,Clean grain,No,No,No,https://www.grants.com,,,5,,2,2026-07-01,,,Backfill plant configuration,Integrated grain complex.,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-GRN-0003,North British,North British,Operating,Lowlands,Grain,1885,North British Distillery Co.,Diageo & Edrington,,,Municipal supply,0,0,0,Continuous,,,,,Steam,70000000,Blended whisky grain,No,No,No,https://www.northbritish.co.uk,,,5,,2,2026-07-01,,,Verify ownership wording,Joint venture.,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-GRN-0004,Starlaw,Starlaw,Operating,Lowlands,Grain,2010,The Glen Turner Company,La Martiniquaise-Bardinet,,,Municipal supply,0,0,0,Continuous,,,,,Steam,25000000,Modern grain,No,No,No,https://www.la-martiniquaise.com,,,4,,2,2026-07-01,,,Backfill capacity,,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-GRN-0005,Invergordon,Invergordon,Operating,Highlands,Grain,1961,Whyte & Mackay,Emperador Inc.,,,Cromarty Firth supply,0,0,0,Continuous,,,,,Steam,40000000,Grain whisky,No,No,No,https://www.whyteandmackay.com,,,5,,2,2026-07-01,,,Backfill coordinates,Highland grain distillery.,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
DIST-GRN-0006,Loch Lomond Grain,Loch Lomond,Operating,Highlands,Grain,1964,Loch Lomond Group,Loch Lomond Group,,,Loch Lomond,0,0,0,Continuous,,,,,Steam,,Grain whisky,No,Yes,Yes,https://www.lochlomondwhiskies.com,,,4,,2,2026-07-01,,,Separate grain plant from malt in master model,Same site as malt distillery.,SWRD_Grain_v0_1_Batch1.csv,Physical Distillery Row,Research RC1
AVD-GLEN-SCOTIA,Glen Scotia Distillery,Glen Scotia,Operating,Campbeltown,Malt,1832,Loch Lomond Group,Loch Lomond Group,"Glen Scotia Distillery, 12 High Street, Campbeltown, Scotland",PA28 6DS,Crosshill Loch,1,1,2,Copper pot stills; onion-shaped stills,9,Stainless steel,,,Steam,750000,"Maritime, oily, Campbeltown style",Partial,Yes,Yes,https://www.glenscotia.com,,,,4,,2026-07-01,Gold Candidate,,,"Capacity sources vary; retained as 750,000 LPA from tourism/visitor source pending owner technical confirmation.",Campbeltown Gold v0.1,Physical Distillery Row,Gold Candidate
AVD-SPRINGBANK,Springbank Distillery,Springbank,Operating,Campbeltown,Malt,1828,J. & A. Mitchell & Company Ltd.,J. & A. Mitchell & Company Ltd.,"Springbank Distillers Ltd, Well Close, Campbeltown, Scotland",PA28 6ET,Crosshill Loch,1,2,3,Copper pot stills; Springbank 2.5x distillation,6,Boatskin larch,Open-top cast iron mash tun,,Direct-fired wash still plus steam-heated stills,750000,"Complex, oily, medium-peated Campbeltown style",Partial,Yes,Yes,https://www.springbank.scot,,,,4,,2026-07-01,Gold Candidate,,,Technical production values are supported by official process page plus secondary technical sources.,Campbeltown Gold v0.1,Physical Distillery Row,Gold Candidate
AVD-SPRINGBANK,Springbank Distillery,Longrow,Operating,Campbeltown,Malt,1828,J. & A. Mitchell & Company Ltd.,J. & A. Mitchell & Company Ltd.,"Springbank Distillers Ltd, Well Close, Campbeltown, Scotland",PA28 6ET,Crosshill Loch,1,2,3,Copper pot stills; Longrow double distillation,6,Boatskin larch,Open-top cast iron mash tun,,Direct-fired wash still plus steam-heated stills,750000,"Heavily peated, smoky, oily",Yes,Yes,Yes,https://www.springbank.scot,,,,4,,2026-07-01,Gold Candidate,,,Brand/style linked to Springbank physical distillery; not a separate distillery.,Campbeltown Gold v0.1,Physical Distillery Row,Gold Candidate
AVD-SPRINGBANK,Springbank Distillery,Hazelburn,Operating,Campbeltown,Malt,1828,J. & A. Mitchell & Company Ltd.,J. & A. Mitchell & Company Ltd.,"Springbank Distillers Ltd, Well Close, Campbeltown, Scotland",PA28 6ET,Crosshill Loch,1,2,3,Copper pot stills; Hazelburn triple distillation,6,Boatskin larch,Open-top cast iron mash tun,,Direct-fired wash still plus steam-heated stills,750000,"Unpeated, triple-distilled, lighter Campbeltown style",No,Yes,Yes,https://www.springbank.scot,,,,4,,2026-07-01,Gold Candidate,,,Brand/style linked to Springbank physical distillery; not a separate distillery.,Campbeltown Gold v0.1,Physical Distillery Row,Gold Candidate
AVD-GLENGYLE,Glengyle Distillery,Kilkerran,Operating,Campbeltown,Malt,1872,Mitchells Glengyle Ltd.,J. & A. Mitchell & Company Ltd.,"Mitchells Glengyle Ltd, Well Close, Campbeltown, Argyll, Scotland",PA28 6ET,,1,1,2,Copper pot stills,,,,,Steam,,"Malty, coastal, lightly peated Campbeltown style",Partial,Yes,Yes,https://kilkerran.scot,,,,4,,2026-07-01,Gold Candidate,,,Originally founded in the 19th century; production rebuilt/resumed in 2004. Tours depart via Springbank shop.,Campbeltown Gold v0.1,Physical Distillery Row,Gold Candidate
